360760,STB120N12602,TANGENT FG 10FT CNTR MNT,SHA10,3FIBARMDE  ,210,170.09
360760,TB300012005X2,TANGENT FG 10FT 3-5/8 X 4-5/8 CNTR MNT W/ INSERTS RUS 05 GRAY,GEO08,3FIBARMTAN ,224,241.35
360761,CF694-12R,INSULATOR GUY STRAIN 12IN 21K CLEVIS-CLEVIS/ROLLER,HUG08,3FIBGUYSTN ,7,26.81
360761,FGS21-12CR,INSULATOR GUY STRAIN 12IN 21K CLEVIS-CLEVIS/ROLLER,ALU01,3FIBGUYSTN ,105,19.46
360762,TAP02CUSTR-03,2 AWG CU 19 STR SD HENDRIX TAP WIRE 750FT NRR TPR COVER,HEN03,3WIRERISER ,7,7.90
360770,17548,LABEL REFLECTIVE 10"X10" WARNING BILINGUAL CITY OF GEORGETOWN,ALM02,3SIGNS     ,60,9.14
360778,CREO551W,POLE WOOD 55FT CL 1 CREOSOTE,209,2MFGCREPOL ,7,16.17
360779,CREO601W,POLE WOOD 60FT CL 1 CREOSOTE,500,2MFGCREPOL ,21,18.69
360780,CREO651W,POLE WOOD 65FT CL 1 CREOSOTE,209,2MFGCREPOL ,7,21.32
360785,M3C259B,SWITCH DISC 25KV 900A,CIT05,3SWITCH1PH ,1,257.74
360788,WCY61,CONNECTOR WEJTAP 556.5-336.4 TO 556.5-266.8,FCI02,3CONNSHOOT ,11,20.05
360796,58L106WC70,CAPACITOR 200KVAR 7200V 2 BUSH 95KV BIL,GEG02,3CAPACITOR ,178,514.37
360799,RK-11-R5-BA,GLOBE OPTICAL ASSEMBLY SERIES 11,ACU03,3LGHTPART  ,14,16.64
360803,75 DV-240 DELTA 3PH-ZN11407,75 14400X7200 240 DELTA 3PH PAD,CIT05,3TRANURD3P ,365,.00
360804,IPCS2001,CONNECTOR METER INSULATOR PIERCING INSTALLATION A-2/0-#4 B#10-14,GES02,3CONNMECH  ,200,.00
360805,1000 14.4-480/277 3PH PAD,PAD 1000 KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,63,23563.99
360811,84S-ADB1,LIGHT STREET WATERPROOF CONNECTOR KIT (BUCHANAN BRAND),CIT05,3LGHTPART  ,7,.00
360811,84S-ADB1-ZN 11407,LIGHT STREET WATERPROOF CONNECTOR KIT (BUCHANAN BRAND),CIT05,3LGHTPART  ,1,.00
360813,2500 14.4-480/277 3PH PAD PEC,PAD 2500 KVA 14400 480/277 3PH TAPS +/- 2.5% PEC SPEC,ERM02,3TRANURD3P ,199,69035.80
360842,75 14.4-240/120 PAD T1,PAD 75 KVA 14400 240/120 1PH TYPE 1,GEP01,3TRANURD1P ,63,2209.88
360843,TR65,SPLICE NEUTRAL 1/0 SEMI-TENSION,THO05,3CONNCOMP  ,7,1.86
360844,100 DV-240/120 PAD T1,PAD 100 KVA 14400X7200 240/120 1PH TYPE 1/MAXI,GEP01,3TRANURD1P ,63,3577.78
360845,TR61,SPLICE NEUTRAL #6 SEMI-TENSION,THO05,3CONNCOMP  ,14,1.62
360872,1012626,PEDESTAL METER 2 POSITION 200A,DUR03,3SOCKETS   ,365,1467.90
360874,1012625,METER PEDESTAL 320A 1 POSITION,DUR03,3PEDESTAL  ,7,.00
360874,1012625-ZN11407,METER PEDESTAL 320A 1 POSITION,DUR03,3PEDESTAL  ,7,.00
360876,U5136-0-200S,PEDESTAL METER SINGLE 200A 4T W/200A UQFPH-M-200 MB & 4 CIR LC,MIL07,3SOCKETS   ,372,541.51
360882,E-MZA00W100,LIGHT STREET BALLAST KIT 100W METAL HALIDE 120/208/240/277V,CIT05,3LGHTPART  ,1,47.53
360884,PNK44,SPLICE NEUTRAL #6 ALUM ACSR,CIT05,3CONNCOMP  ,1,.60
360884,SNG66,SPLICE NEUTRAL #6 SEMI-TENSION,THO05,3CONNCOMP  ,14,1.03
360885,9L20AXX418BHS,ARRESTER DIST 18KV W/ BRKT NO CAP,GEG02,3ARRESTDIS ,29,73.07
360887,RK-11-2L-36-OB-J5,LIGHT VOLTAGE STARTER CONVERTER 55V TO 100V,ACU03,3LGHTPART  ,7,28.60
360888,IGN-2L-14-OP-200/400-J5,HPS STARTER REPLACEMENT 3 LEADS,ACU03,3LGHTPART  ,7,25.59
360894,CC22,C-TAP #2 STR - #2 STR CU RUN & TAP,THO05,3CONNCOMP  ,14,1.32
360895,CC24,C-TAP #2 SOL - 2 STR RUN 8 SOL - #4 STR CU TAP,THO05,3CONNCOMP  ,14,1.25
360896,YC28C2,C-TAP 3/0SOL - 4/0STR RUN 1/0SOL - 2/0STR TAP,FCI02,3CONNCOMP  ,18,5.82
360898,L600N,LUG COMPRESSION 600 2H CU TP,THO05,3CONNCOMP  ,7,19.14
360899,TSC4-6,ADAPTER TRANS SPADE 6H 3/8IN PLATE,THO05,3CONNURDSE ,45,45.09
360900,AL9CU,LUG SET SCREW #4-600 1H,ILS02,3CONNCOMP  ,28,21.74
360902,10014,CONNECTOR BARREL 500MCM UP TO 35KV,3M002,3CONNCOMP  ,28,6.38
360905,U34RT,DIE COMPRESSION U-STYLE 12 TON 500MCM CU BROWN (31166),209,3TOOL      ,7,13.78
360909,RLSS350-6SLI,CONNECTOR TRANSFORMER SEC 6 PORT #10-350 5/8 STUD ST LIGHT INHIBITOR W/ CLEAR BOOT,CMC01,3CONNURDSE ,154,15.31
360914,J2841,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1-3/8IN LEAD THREAD 5IN LENGTH,MAC10,3PINHDWE   ,24,10.04
360921,A6004812-2,VT PACK FOR 480V RATIO 4:1 3PH CITY OF GEORGETOWN SPEC,TST02,3CTVTPT    ,112,.00
360921,SC4726-XL-121-TSTM,SOCKET METER 20A CT RATED PRE-WIRED RL CITY OF GEORGETOWN,MIL07,3SOCKETS   ,372,561.51
360922,A6003012,VT PACK FOR 480/277 4 WIRE WYE 2.5:1 12.5VA,TST02,3CTVTPT    ,112,727.63
360922,WH-GRTWN-7,WIRE HARNESS CITY OF GEORGETOWN 360922/A6003012,RIT03,3RELAYCTRL ,7,727.63
360925,AL750NTN,LUG COMPRESSION 750MCM 2H AL/CU TIN PLATED,THO05,3CONNCOMP  ,56,12.46
360926,TTD0810XF-ZN 11407,CONNECTOR INSULATION PIERCING 3/0 - 750 RUN #14 - #10 TAP,CIT05,3CONNCOMP  ,1,.00
360931,683-3660-T177 6T-ZN11407,TRANSOCKET 600A 6T 1PH,CIT05,3SOCKETS   ,1,.00
360932,683-3660-T177-ZN 11407,TRANSOCKET 600A 1PH,BRO20,3SOCKETS   ,60,.00
360933,PG3672BA36A,PULL BOX 36INX72INX36IN NO BOTTOM,MAY03,3HANDHOLE  ,7,.00
360933,PG3672BA36A-ZN11407,PULL BOX 36INX72INX36IN NO BOTTOM,MAY03,3HANDHOLE  ,7,.00
360939,7200366,SWING LOCK BOLT KIT 4FT X 8FT,OLD03,3TOOL      ,10,93.33
360940,750X336102-524,CURRENT TRANSFORMER 600V 2000:5 JAB-0S REVENUE-SENSE HI TEMP .15S AE SPECS,GEG02,3CTVTPT    ,310,96.11
360945,683-3660-T195-ZN11407,SOCKET METER TRANS SOCKET 800A 13T CITY OF GEORGETOWN SPEC,CIT05,3SOCKETS   ,1,.00
360948,LU250 MOGUL,BULB 250W HPS MOG BASE S50 ET18 CLEAR,HOW02,3LGHTLAMP  ,14,7.42
360951,12525SCAMT1R3FGAR10932,FIXTUREHPS  ROADWAY COBRAHEAD 250W MULTIVOLT,ACU03,3LGHTHID   ,70,350.16
360953,9F54LFC100,FUSE BAYONET LOAD SENSING 25A (300011-23),ECI02,3FUSE      ,21,11.97
360956,9F54LFC050,FUSE BAYONET LOAD SENSING 8A (300011-21),ECI02,3FUSE      ,17,11.73
360998,5456A-4/0-AL,3M COLD SHRINK IN LINE SPLICE KIT 25/28KV 4/0  AWG - 250KCMIL QSIII,3M002,3TERMINATO ,60,339.51
361000,CI-1/0,SPLICE COMPRESSION 1/0 STR FOR MOLDED RUBBER SPLICES,3M002,3CONNCOMP  ,60,4.42
361001,25PCJ1H1240,SPLICE 25KV 1/0 W/ CONNECTOR  0.85-1.05 ID,THO05,3TERMINATO ,168,37.83
361002,25PCJ1J1270,SPLICE 25KV 4/0  W/ CONNECTOR 0.98 - 1.18 ID,THO05,3TERMINATO ,168,41.48
361003,YDS33R-ZN11407,SPLICE COMPRESSION 336.4 ACSR TWO PIECE FULL TENSION,FCI02,3CONNCOMP  ,60,.00
361004,35-PURPLE-3/4X66FT,TAPE CODING/PHASING PURPLE 3/4 X 66FT,3M002,3TAPE      ,14,4.94
361005,35-BROWN-3/4X66FT,TAPE CODING/PHASING BROWN 3/4 X 66FT,3M002,3TAPE      ,14,4.83
361006,35-GREY-3/4X66FT,TAPE CODING/PHASING GREY 3/4 X 66FT,ARK05,3TAPE      ,14,4.85
361007,35-ORANGE-3/4X66FT,TAPE CODING/PHASING ORANGE 3/4 X 66FT,3M002,3TAPE      ,13,5.16
361009,35-YELLOW-3/4X66FT,TAPE CODING/PHASING YELLOW 3/4 X 66FT,3M002,3TAPE      ,14,4.92
361012,35-WHITE-3/4X66FT,TAPE CODING/PHASING WHITE 3/4 X 66FT,3M002,3TAPE      ,10,4.92
361015,TFS-055 ES,SACK TRANSFORMER 25" X 56" ORANGE POLE MOUNT EXTREME SAC,AND06,3SAFETY    ,14,78.54
361016,TCB-3640-OB,BAG SPILL CONTAINMENT TRANSFORMER 75-167 KVA,AND06,3SAFETY    ,7,115.17
361016,TFS-065 HD,SACK TRANSFORMER 36" X 72" BLUE,AND06,3SAFETY    ,14,.00
361018,TFS-085-HD,SACK TRANSFORMER 46X36X30 FOR PDMT,AND06,3SAFETY    ,14,189.65
361019,5H898,PAINT AEROSOL SAFETY YELLOW ENAMEL 15OZ,GRA02,3AEROSOL   ,21,11.41
361020,8822,BOLT MACHINE GALV 5/8 X 22,ALU01,3BOLTWSHR  ,168,4.81
361021,PAK792C,COLLAPSIBLE CONTAINER 6' X 8' 359 GAL SUMP CAPACITY,NEW17,3SAFETY    ,7,1450.62
361022,8826,BOLT MACHINE GALV 5/8 X 26,CIT05,3BOLTWSHR  ,1,5.27
361032,8880,BOLT DOUBLE ARMING GALV 5/8 X 34,ALU01,3BOLTWSHR  ,21,21.20
361034,R8716,BOLT MACHINE GALV 1/2 X 16,CIT05,3BOLTWSHR  ,1,.53
361122,GA9040GAA,CONN GA VISE 2 ACSR - 4/0 ACSR,TEC05,3CONNMECH  ,17,18.59
361123,GA9400GAA,CONN GA VISE 4/0 STR -336 ACSR,TEC05,3CONNMECH  ,41,16.73
361126,APC18,CONN GA VISE 336 ACSR - 795 ACSR,RIC06,3CONNMECH  ,18,43.07
361126,GA9820GAA,CONN GA VISE 336 ACSR - 795 ACSR,TEC05,3CONNMECH  ,14,58.61
361199,4733R10-E-D2G,SWITCH DISCONNECT 25KV 900A LOADBUSTER,SCE03,3SWITCH1PH ,61,556.73
361211,7655-S-4,TERMINATOR COLD SHRINK 500-1000MCM 15KV 250-800MCM 25KV,3M002,3TERMINATO ,12,188.83
361212,K656CETP-P0410-DRG,KIT URD T-BODY 25KV 600A 200A 1000MCM TAP AND CAP,THO05,3MLDRUBBER ,112,390.10
361214,GC-5006,CONNECTOR VISE TYPE BRONZE  HEX HEAD #8-#6,CIT05,3CONNMECH  ,7,.00
361500,1000 25KV AL 1C EPR 1/3N 1000,1000MCM 25KV AL STR EPR 260MIL 1/3N 1000FT NRR,CME02,3WIREMV    ,350,12.42
361601,3 DV-120/240 2B,CONV 3 KVA 14400X7200 120/240 2 BUSHING W/TAPS,GEP01,3TRANOH    ,63,793.83
361750,8920,BOLT MACHINE GALV 3/4 X 20,MAC10,3BOLTWSHR  ,49,3.78
361751,4326,PIN XARM GALV 3/4 X 7 X 1-3/8,CIT05,3PINHDWE   ,1,18.78
361751,P631,PIN XARM GALV 3/4 X 8 X 1-3/8 SHORT SHANK,POW06,3PINHDWE   ,14,14.48
361755,EZMS10279,TIE SPOOL EZ WRAP 795 .969-1.096 38IN GREEN,PRE12,3FMDWIRE   ,21,16.31
361765,XDB144G12242,DEADEND FG 12FT 7-1/2 X 4,SHA10,3FIBARMDE  ,210,452.68
361979,CT24BK175-L,TIE ZIP 24IN BLACK 175LB HEAVY DUTY,3M002,3FASTENERS ,17,.64
361980,0775464,TIE ZIP 7.6IN 50LB RATED BLACK (100/PACK),FAS04,3FASTENERS ,42,.26
361980,36J150A,CABLE TIES 7.9" 50LB STRENGTH BLK (POWER 1ST)PACK 100,CIT05,3WIRETIE   ,7,.00
361981,FL11,TAPE FLAGGING RED 1-3/16" X 300' ROLL,CAR05,3TAPE      ,14,3.24
361982,ELBOW PVC 4X90X48R,ELBOW PVC 4IN 90 DEGREE 48IN RADIUS BE (817088),ATK01,3CONDUFITT ,54,35.76
361990,ELBOW STL 6X90X60R,ELBOW RIGID 6IN 90 DEGREE 60IN RADIUS,ECN01,3CONDUFITT ,19,547.49
361993,E997R,BELL END 6 INCH PVC,UTI07,3CONDUFITT ,7,8.15
361994,MIGB600L25AC,BUSHING GROUNDING 6IN #6 - 250,ELL02,3CONDUFITT ,7,45.06
361996,ELBOW PVC 6X90X48R,ELBOW PVC 6IN 90 DEGREE 48IN RADIUS BELLED END (873695),ATK01,3CONDUFITT ,90,95.64
361997,ELBOW STL 4X90X36R,ELBOW RIGID 4IN 90 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,14,182.54
361999,END BELL PVC 6,END BELL FOR 6IN PVC (610348),ATK01,3CONDUFITT ,84,10.19
362004,ELBOW STL 3X90X48R,ELBOW RIGID 3IN 90 DEGREE 48IN RADIUS,ATK01,3CONDUFITT ,91,.00
362007,ELBOW PVC 2X45X24R,ELBOW PVC 2IN 45 DEGREE 24IN RADIUS BELLED END (868000),ATK01,3CONDUFITT ,79,9.42
362013,END BELL PVC 3,END BELL FOR 3IN PVC (59680),ATK01,3CONDUFITT ,38,3.71
362015,ELBOW PVC 1IN 90 DEG,ELBOW PVC 1IN 90 DEGREE STANDARD RADIUS 5.75IN BE (59590),ATK01,3CONDUFITT ,66,1.33
362015,ELBOW PVC 1X90X24,ELBOW PVC 1IN 90 DEGREE 24IN RADIUS,ATK01,3CONDUFITT ,96,5.52
362015,ELBOW PVC 1X90XSTDR,ELBOW PVC 1IN 90 DEGREE STANDARD RADIUS BELLED END SCH 40 802754,ATK01,3CONDUFITT ,48,1.72
362016,ELBOW STL 4X90X48R,ELBOW RIGID 4IN 90 DEGREE 48IN RADIUS,ECN01,3CONDUFITT ,14,357.33
362017,ELBOW PVC 4X45X48 DB/EB,ELBOW PVC 4IN 45 DEGREE 48IN RADIUS BELLED END DB/EB (924648),WES08,3CONDUFITT ,14,12.39
362019,RK11517MSCMT1,BALLAST KIT FOR AEL FIXTURE ROADWAY 115,ACU03,3LGHTHID   ,70,111.01
362020,ELBOW PVC 6X45X36R,ELBOW PVC 6IN 45 DEGREE 36IN RADIUS BELLED END (878942),ATK01,3CONDUFITT ,46,60.74
362022,215-SB,STAND PARKING 15KV,ELE05,3MLDRUBBER ,50,50.79
362028,ELBOW PVC 6X22.5X30R STD BE,ELBOW PVC 6IN 22.5 DEGREE STD 30IN RADIUS BELLED END9 (924889),ATK01,3CONDUFITT ,116,42.80
362030,HC406,FITTING COMPRESSION 2IN RIFIG CONNECTOR MALLEABLE,THO05,3CONDUFITT ,7,43.15
362039,S289JLN,SPACER INTERMEDIATE 2IN X 3IN,THO05,3CONDUFITT ,60,.81
362039,SPACER INTERMEDIATE 2 INCH,SPACER INTERMEDIATE FOR 2IN CONDUIT W/2IN SEPARATION (1521),ATK01,3CONDUFITT ,19,1.13
362042,CR36B,RACK CABLE UNDERGROUND 36IN STANCHION,UND02,3BRACKET   ,14,67.89
362044,RA14,CABLE RACK ARM 14",UND02,3BRACKET   ,14,41.35
362047,ELBOW PVC 4X45X24R,ELBOW PVC 4IN 45 DEGREE 24IN RADIUS BELLED END (864375),ATK01,3CONDUFITT ,79,17.30
362050,S2468-XL,SOCKET METER 200A 4T OH/UG CP MB MTG PROVISION,MIL07,3SOCKETS   ,372,157.80
362053,S289NLN,SPACER INTERMEDIATE 4IN X 3IN,CAR07,3CONDUFITT ,60,2.22
362056,S288RLN,SPACER INTERMEDIATE 6IN X 3IN,CAR07,3CONDUFITT ,60,3.70
362057,J2840Z,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1IN NYLON THREAD 5IN LENGTH,MAC10,3PINHDWE   ,35,9.44
362060,25031,STRAP CONDUIT STEEL 1-1/2IN 2H,HUG08,3CONDUFITT ,7,.58
362063,CABLE SPREADER CT5,CABLE SPREADER  XFRM 1PH PAD CAT5 CITY OF GTOWN,CIT05,3XFRMRPAD  ,7,.00
362065,1402-XR,MARKER  BALL RED 4 IN,3M002,3SAFETY    ,25,12.78
362069,K650SOP,STAND OFF PLUG 600A,THO05,3MLDRUBBER ,73,108.61
362078,LR6-3.50,GRIP CONDUIT RISER TYPE 4.5-5.5 FOR 6IN CONDUIT,LEW02,3GRIPS     ,21,80.41
362088,J2841Z,ADAPTER TRANSFORMER 5/8 BOLT TO 1-3/8IN NYLON THREAD 5IN LENGTH,MAC10,3PINHDWE   ,252,9.98
362089,HC502SS,BOLT HEX CAP 1/2 X 2 STAINLESS STEEL,ALL15,3FASTENERS ,14,1.20
362090,YGHC34C34,C-TAP 300-500 RUN 300-500 TAP,FCI02,3CONNCOMP  ,14,17.08
362091,CC4040,C-TAP 3/0 SOL - 4/0 STR  CU RUN AND TAP,THO05,3CONNCOMP  ,36,4.20
362093,50C150HCSS,BOLT HEX CAP 1/2 X 1-1/2 STAINLESS STEEL,ALL15,3FASTENERS ,14,.70
362094,FW50SS,WASHER FLAT 1/2 SS,ALL15,3FASTENERS ,14,.11
362096,755054,LOCKWASHER SPLIT STAINLESS STEEL 1/2,ALL15,3FASTENERS ,7,.11
362096,LW-50SSPPM,WASHER LOCK 1/2IN STAINLESS STEEL (100 PACK),ALL15,3FASTENERS ,14,.13
362097,RL-12,ANCHOR DROP-IN 1/2-13 X 2IN NO FLANGE,ALL15,3FASTENERS ,14,.85
362100,P33870,NUT HEX 3/4-10 HOT DIP GALV GRADE A FINISH,ALL15,3FASTENERS ,14,.25
362101,12 CU SOL THHN YEL 500FT NRR,12 AWG CU SOLID THHN YELLOW 600V 500FT NRR,CME02,3WIRE600VC ,40,.21
362103,12 CU SOL THHN BLK 500FT NRR,12 AWG CU SOLID THHN BLACK 600V 500FT NRR,CME02,3WIRE600VC ,19,.20
362104,12 CU SOL THHN RED 500FT NRR,12 AWG CU SOLID THHN RED 600V 500FT NRR,CME02,3WIRE600VC ,51,.18
362107,14 CU SOL THHN BLK 500FT,14 AWG CU SOL THHN BLACK 600V 500FT NRR,CME02,3WIRE600VC ,10,.10
362111,12 CU SOL THHN BRN 500FT NRR,12 AWG CU SOLID THHN BROWN 600V 500FT NRR,CME02,3WIRE600VC ,21,.10
362115,10-9090,RING METER STEEL W/ ADJUSTMENT SCREW "HANDI-RINGS",EJB02,3SOCKETS   ,14,7.69
362138,PLUG PVC CONDUIT 6,PLUG PVC 6IN CONDUIT W/ PULL TAB (59657),ATK01,3CONDUFITT ,84,2.33
362142,COUPLING PVC 6,COUPLING PVC 6IN (59612),ATK01,3CONDUFITT ,42,6.26
362150,1/0 CU STR THHN BLK 500FT NRR,1/0 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,21,3.25
362154,2 CU STR THHN BLK 500FT NRR,2 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,18,2.36
362154,RISER 2 STR CU 500FT NRR,2 AWG CU 7 STR XLP RISER 500FT NRR,SER02,3WIRERISER ,21,3.06
362160,350 CU STR THHN 500FT,350 MCM CU 37STR THHN 600V BLACK 500FT NRR,CME02,3WIRE600VC ,26,8.26
362170,A1200HS10PG,CHANNEL UNISTRUT 1-5/8 X 1-1/58 GALV 10FT HS,ELL02,3BRACKET   ,7,4.56
362171,ATR58,ALL THREAD ROD 5/8IN X 10FT GALVANIZED,FAS04,3FASTENERS ,14,27.21
362172,8563,NUT SQUARE GALV 5/8,MAC10,3BOLTWSHR  ,12,.37
362173,SK325I,UNISTRUT RIGID CLAMP 2IN,DEA02,3BRACKET   ,14,1.25
362174,SK645I,UNISTRUT RIGID CLAMP 4IN,DEA02,3BRACKET   ,7,1.85
362175,PS 1100 6,STRAP STRUT 6IN,CIT05,3FASTENERS ,1,3.72
362180,N5013HDG,NUT HEX 1/2IN HOT DIPPED GALVANIZED,ALL15,3FASTENERS ,14,.07
362226,2702A1,INSERT 25KV FEED-THRU,THO05,3MLDRUBBER ,52,281.89
362226,9U04BEB001,INSERT FEED-THRU 25KV,MAY03,3MLDRUBBER ,180,233.93
362227,C730-242LB,CUTOUT LOADBREAK 27KV 200A HD 125 BIL W/ PG CONN & BRKT 10KAIC,ARK05,3CUTOUTPRC ,70,359.30
362227,CPG27LD-200A-125-CB-10KA,CUTOUT LOADBREAK 27KV 200A HD 125 BIL W/ PG CONN & BRKT 10KAIC,ALU01,3CUTOUTPRC ,42,165.70
362451,02064,CLEANER DEGREASER CABLE NON-CHLOR 20OZ AEROSOL,CRC01,3CLEANER   ,120,25.67
363050,5 DV-120/240 1B,CONV 5 KVA 14400X7200 120/240 1 BUSHING,GEP01,3TRANOH    ,63,777.25
363401,92350-001,CURRENT TRANSFORMER 600V 200:5 OVH ITRON TYPE R6SA,TEX143,3CTVTPT    ,365,88.89
363456,10-091,WAX HOT STICK AND BOOM 14OZ,HAS02,3TOOL      ,17,32.10
364000,1TPRI0400,FAULT INDICATOR UG TEST POINT 25KV 200A,SCH08,3FAULTIND  ,150,107.00
364001,FI-3CS04NCM-F,FAULT INDICATOR URD 4HR RESET UNIVERSAL CLAMP,SMA02,3FAULTIND  ,39,141.98
364074,A7551,HUB METER SOCKET SMALL CLOSING PLATE,MIL07,3SOCKETS   ,100,3.38
364074,ARP00002,HUB METER SOCKET SMALL CLOSING PLATE,ARK05,3SOCKETS   ,14,3.02
364101,UTJ-1310,TIE DISTRIBUTION J NECK 336.4 18/1 336.4 & 397.5 19STR .666 - .755 33IN BROWN,PRE12,3FMDWIRE   ,133,7.95
364102,UTJ-1305,TIE DISTRIBUTION J NECK 1/0 .358 - .405 33IN YELLOW,PRE12,3FMDWIRE   ,70,6.06
364103,UTJ-1302,TIE DISTRIBUTION J NECK #4 .245 - .277 28IN ORANGE,PRE12,3FMDWIRE   ,22,4.67
364103,WTJ0400,TIE WRAPLOCK J NECK #4 .248 - .259 21IN ORANGE,PRE12,3FMDWIRE   ,119,7.04
364113,SPL1360P,TIE SPOOL 336 .666 - .755 25IN BROWN,PRE12,3FMDWIRE   ,77,5.41
364131,DST0357,TIE DOUBLE SUPPORT J NECK  336 .589  - .665 18IN PURPLE,PRE12,3FMDWIRE   ,91,26.35
366900,ZFA3K000000,METER FOCUS R2S FM 1S CL200 120V CITY OF GTOWN,CIT05,3METER     ,7,.00
366900,ZFA3K000000-ZN11407,METER FOCUS R2S FM 1S CL200 120V CITY OF GTOWN,CIT05,3METER     ,1,.00
366901,ZFCWM000000-ZN 11407,METER FOCUS RS2 FM 2S CL200 240V CITY OF GTOWN,CIT05,3METER     ,7,.00
366902,ZHCY4000004,METER FOCUS RU FM 2S CL320 240V CITY OF GTOWN,CIT05,3METER     ,7,.00
366910,ZDC210P8082,METER FOCUS A3TL FM 4S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
366911,ZD3210P8082,METER FOCUS A3TL FM 9S (8S) CL20 120-480 CITY OF GTOWN,CIT05,3METER     ,1,546.68
366914,ZD2200P8082-ZN11407,METER FOCUS A3TL FM 35S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,1,.00
366915,ZDA210P8084-ZN11407,METER FOCUS A3TLN FM 3S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,1,.00
366919,ZDC300P8082,METER FOCUS A3TL FM 2S CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
366919,ZDC300P8082-ZN11407,METER FOCUS A3TL FM 2S CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,1,.00
366920,110-702,METER 2S CL200 240V FOCUS AL REFURBISHED,TEX143,3METER     ,7,25.93
366923,ZHC44000004,METER FOCUS RU FM 2S CL320 240V CITY OF GTOWN,CIT05,3METER     ,1,76.54
366927,ZF5WK000000,METER FOCUS RS2 FM 12S CL200 120V CITY OF GTOWN,CIT05,3METER     ,7,.00
366928,ZD5310P8082,METER A3TL W/ EA LAN 12S CLASS 200A,LEI02,3METER     ,119,288.26
366932,EJPA,PADLOCK ADAPTER ECLIPSE JR. KIT FOR METERS (HAMMOND MFG) BUL10264,CIT05,3METER     ,1,15.62
366933,7S1852G002-ZN 11407,MOUNT KIT LARGE POLE REPEATER,CIT05,3METER     ,1,.00
366935,EAC0M07DM85,METER EA MODULAR GATEKEEPER W/ REMOTE ANT READY ETHERNET BATTERY POLYCARB NENMX,209,3METER     ,7,5555.56
366935,EAC0M07DM85-ZN 11407,METER EA MODULAR GATEKEEPER W/ REMOTE ANT READY ETHERNET BATTERY POLYCARB NENMX,CIT05,3METER     ,1,.00
366936,7S1852G003-ZN 11407,MOUNT KIT  POLE REPEATER SINGLE BOLT,CIT05,3METER     ,1,.00
366940,ZD3310P80L4,METER FOCUS A3RL FM 16S(15S) CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
366941,ZD3410P80L4,METER FOCUS A3RL FM 16S(15S) CL320 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
366941,ZD3410P80L4-ZN11407,METER FOCUS A3RL FM 16S(15S) CL320 120-480V CITY OF GTOWN,CIT05,3METER     ,1,.00
RISER 4/0 STR CU 500FT NRR,RISER 4/0 STR CU 500FT NRR,4/0  CU 19 STR XLP RISER 500FT NRR,NEH02,3WIRERISER ,76,5.75
366914,ZD2200P8082,METER FOCUS A3TL FM 35S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
360577,R-22981S,CABLE ASSY NEUTRAL SENSOR  W/SOCKET WITH 7-PIN AMPHENOL CONNECTOR,LIN04,3RELAYCTRL ,7,550.14
360903,AL800NTN,LUG COMPRESSION 800MCM 2H AL/CU TIN PLATED,THO05,3CONNCOMP  ,53,13.20
360272,CMW12,LOCKWASHER DOUBLE COIL FOR 1/2 BOLT,CIT05,3BOLTWSHR  ,1,1.42
360002,RISER 2/0 STR CU 500FT NRR,2/0  CU 19 STR XLP RISER 500FT NRR,NEH02,3WIRERISER ,78,3.73
360172,KE1077R,GUARD WILDLIFE TRANSFORMER 72KV 5.2 INCH,KAD01,3WILDLIFE  ,30,19.37
360934,LG3638CA004L,LID PULL BOX 36X72,MAY03,3HANDHOLE  ,7,.00
360713,BKPLPE6,BACK PLATE FOR U GUARD STANDARD 6IN X 10FT,ELE15,3UGUARD    ,16,13.43
360570,C206-0271,PIN POLE TOP OFFSET 1-3/8,209,3PINHDWE   ,7,13.86
366808,500 DV-240/120 3PH-ZU11407,500 14400X7200 240/120 3PH PAD,CIT05,3TRANURD3P ,365,.00
360351,1075,WASHER SQUARE FLAT GALV 2-1/4 X 3/16 FOR 5/8 BOLT,MAC10,3BOLTWSHR  ,42,.56
360128,J7517,ROD ANCHOR 5/8 X 7 TWINEYE,MAC10,3ANCHORROD ,21,13.89
360000,TAP40CUSTR-05,4/0 AWG CU 19 STR SD HENDRIX TAP WIRE 500FT NRR TPR COVER,HEN03,3WIRERISER ,7,8.54
366918,ZHCW4A00004-ZN11407,METER REXU 2S CL200 WITH EA_LAN INTERFACE AND REMOTE DISCONNECT,CIT05,3METER     ,1,.00
360147,8814,BOLT MACHINE GALV 5/8 X 14,ALU01,3BOLTWSHR  ,168,2.22
