360344,605ASTRA,CURRENT TRANSFORMER 600V 10KVBIL 600:5,DUR03,3CTVTPT    ,365,.00
360344,605ASTRA-ZN11407,CURRENT TRANSFORMER 600V 10KVBIL 600:5,DUR03,3CTVTPT    ,365,.00
360346,607,CURRENT TRANSFORMER 10KVBIL 1000:5 ASTRA TYPE AP,DUR03,3CTVTPT    ,300,.00
360346,607-ZN 11407,CURRENT TRANSFORMER 10KVBIL 1000:5 ASTRA TYPE AP,DUR03,3CTVTPT    ,300,.00
360348,760X134005-ZN11407,VOLTAGE TRANSFORMER 600V 2.5:1 300:120 JVA-0C UNFUSED,MIL07,3CTVTPT    ,372,.00
360350,1086,WASHER ROUND GALVANIZED 1-3/8 FOR 1/2 BOLT,ALU01,3BOLTWSHR  ,168,.11
360353,113,WASHER SQUARE CURVED 3 X 3 X 1/4 FOR 5/8 BOLT 11/16H #233,ALL38,3BOLTWSHR  ,84,1.14
360354,6829,WASHER SQUARE CURVED 4X4X1/4 15/16 HOLE FOR 7/8 BOLT,POW06,3BOLTWSHR  ,14,2.08
360356,JA4760R,BRACE XARM WOOD 60 X 18,MAC10,3WOODBRACE ,161,20.74
360357,750X133343,CURRENT TRANSFORMER 600V 400:5 JAK-OC W/HBP PRI BAR,GEG02,3CTVTPT    ,365,178.60
360358,CREO501W,POLE WOOD 50FT CL 1 CREOSOTE,500,2MFGCREPOL ,5,13.81
360361,RAVEN 885LB NRR,1/0 AWG ACSR 6/1 885LB 36X22X18 NRR (6095FT PROX),CME02,3WIREBAREA ,28,3.14
360362,LINNET 3795LB NRR,336.4 MCM ACSR 26/7 3795LB 60X28X28 NRR (8205' PROX),CME02,3WIREBAREA ,280,2.36
360363,ARBUTUS 3700LB NRR,795 MCM AAC 3700LB 66X32X32 NRR (4960 FT PROX),CME02,3WIREBAREA ,230,3.67
360364,B2218-B4,DEADEND 3-5/8 X 9-1/2 X 10',CIT05,3XARMWOOD  ,1,1455.81
360367,LU400,BULB 400W HPS MOG BASE S51 ET18 CLEAR,HOW02,3LGHTLAMP  ,5,7.65
360372,MH100/U/MOG,BULB 100W MH MOGUL BASE CLEAR,HOW02,3LGHTLAMP  ,21,19.89
360375,360375,BASE FOR STREETLIGHT POLE BREAKAWAY 20' HIGH 11"-13" BC,CIT05,3LGHTARM   ,7,.00
360377,POLE ANTIQUE GREEN 10FT,POLE ANTIQUE GREEN 10FT CAST ALUMINUM 17IN BASE NORTH YORKSHIRE,CIT05,3POLELGHT  ,7,.00
360382,11510SCAMT1R3FGRFD54130,FIXTURE ROADWAY COBRAHEAD 100W HPS MULTI-TAP FOREST GREEN,ACU03,3LGHTHID   ,70,.00
360382,ATBSFMVOLTR3XLP5A0NLRFD204077,FIXTURE ROADWAY 50W ADJUSTABLE LED MULTI VOLT FOREST GREEN W/ PHOTO RECEPTACLE,ACU03,3LGHTLED   ,70,200.00
360383,PVI62-386-12-62F,INSULATED DEADFRONT PDMNT 2 WAY 4 LOAD SWITCH 25KV 125KV BIL SF6,RYA03,3SWITCHURD ,175,92685.19
360385,ATBMFMVOLTR3XLP5A0NLRFD204078,FIXTURE ROADWAY 130W ADJUSTABLE LED MULTI VOLT FOREST GREEN W/ PHOTOCONTROL,ACU03,3LGHTLED   ,70,.00
360386,BARE CU 2 7STR SD 25LB SPL,2 AWG BARE SD CU 7 STR 25LB SPOOL (125FT),SER02,3WIREBAREC ,17,7.87
360392,11520SCAMT1FGRFD57133,FIXTURE ROADWAY COBRAHEAD HPS 200W MULTIVOLT,ACU03,3LGHTHID   ,100,178.88
360401,12 CU STR THHN BLK 500FT NRR,12 AWG CU STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,11,.23
360403,HCSC502002H,BOLT HEX CAP 1/2 X 2 GALV,ALL15,3FASTENERS ,14,.41
360405,SDV7-SE-ZN,BREAKER CIRCUIT W/ VS-25008 INTERRUPTER,SIE02,3SWITCH3PH ,112,.00
360405,SDV7-SE-ZN11407,BREAKER CIRCUIT W/ VS-25008 INTERRUPTER,SIE02,3SWITCH3PH ,112,.00
360418,AR134FFLPT,SWITCH AIRBREAK 25KV 900AMP VERT MOUNT VERT SWING AUTO READY,ARK05,3SWITCH3PH ,70,.00
360420,Y619974,DECAL URD TAG KIT RED 2X2.5 (PACK 25),ELE01,3SIGNS     ,7,14.60
360421,COSTENA 1200FT NRR,1/0 AWG AL QUAD ACSR NEU 1200FT 42X26X18 NRR,CME02,3WIREOHSEC ,350,1.50
360423,GS206622W,GROUND SLEEVE FOR JUNCTION BOX 20"X66"X22",CIT05,3GRDSLEEVE ,1,343.28
360424,SLIPPERY ROCK 1000FT NRR,350 MCM AL QUAD 350-350-350-4/0 URD 1000FT 60X28X28 NRR,CME02,3WIREUDSEC ,62,3.56
360424,SLIPPERY ROCK 1500FT NRR,350 MCM AL QUAD 350-350-350-4/0 URD 1500FT 66X36X36 NRR,CME02,3WIREUDSEC ,301,4.02
360425,25 DV-240/120 PAD-VFI,PAD 25 KVA 14400/7200 240/120 1PH TYPE 2 VFI SWITCH,COO02,3TRANURD1P ,1190,8757.79
360426,15 DV-120/240 1B SPD,CONV 15 KVA 14400X7200 120/240 1 BUSHING W/ 2H SPADES,GEP01,3TRANOH    ,63,1062.96
360428,SUNYYK2.5NB6,LABEL LETTER-C 2.5IN TALL "6 OR 9" YELLOW ON BLACK HIGHLY REFLECTIVE,ELE01,3SIGNS     ,7,8.64
360429,SUNYYK2.5NB8,LABEL LETTER-C 2.5IN TALL "8" YELLOW ON BLACK HIGHLY REFLECTIVE,ELE01,3SIGNS     ,7,6.04
360431,SUNYYK2.5NB0,LABEL LETTER-C 2.5IN TALL "0" YELLOW ON BLACK HIGHLY REFLECTIVE,ELE01,3SIGNS     ,7,9.05
360433,Y653683,LABEL ADHESIVE - BURIED CABLE,ELE01,3SIGNS     ,70,2.42
360434,8708,BOLT MACHINE GALV 1/2 X 8,POW06,3BOLTWSHR  ,14,1.12
360435,8806,BOLT MACHINE GALV 5/8 X 6,ALU01,3BOLTWSHR  ,168,1.00
360436,PMXFORMER,TAG DECAL PAD XFMR NUMBER ID 6" X 2" SERIALIZED REFLECTIVE LABEL BLACK ON WHITE,CIT05,3SIGNS     ,1,4.67
360437,GLN-AL-05,POLE TAG AL PLATE FOR 1" STICKERS 6"X5"X.2 (PREMAX),CIT05,3SIGNS     ,1,1.33
360438,U1240BW-COG-TX,TAG POLE 1 1/4" X 4 11/16" LABEL BLACK ON  LOGO CITY OF GEORGETOWN,CIT05,3SIGNS     ,1,.70
360441,U1080SYB-120-1,LABEL LETTER-1IN TALL '1"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360442,U1080SYB-120-2,LABEL LETTER-1IN TALL '2"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360443,U1080SYB-120-3,LABEL LETTER-1IN TALL '3"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.43
360444,U1080SYB-120-4,LABEL LETTER-1IN TALL '4"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360445,ADSB48N,CLAMP DEAD END SHOE STRAIGHT LINE #6 - 3/0 .18-.502 IN SINGLE BOLT,CIT05,3DESHOES   ,1,14.27
360446,ADE2526S,CLAMP DEADEND CLAMP QUADRANT STYLE 336.4 26/7 - 1192.5 45/7 ACSR W/ SOCKET,MAC10,3DESHOES   ,70,97.26
360447,AS2720-4.5,GUYING TEE DOUBLE 15/16 MOUNTING HOLE 70K RATED CURVED BASE,HUG08,3BRACKET   ,85,76.02
360448,CMW34,LOCKWASHER DOUBLE COIL FOR 3/4 BOLT,CIT05,3BOLTWSHR  ,1,1.35
360451,U1080SYB-120-5,LABEL LETTER-1IN TALL '5"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360457,75 14.4-240/120 PAD GT,PAD 75 KVA 14400 240/120 1PH,ERM02,3TRANURD1P ,365,2705.77
360459,CSTK3,STRAP KIT 3IN,TEC05,3BRACKET   ,14,8.02
360459,STK3,STRAP KIT 3",ALU01,3BRACKET   ,70,5.60
360460,F4242-32CL1224,PAD FLAT POLYMER CONCRETE 42 X 42 X 3 W/ 12 X 24 OPENING W/ TIE DOWN & 1 LIFT PROV,DIV02,3XFRMRPAD  ,10,147.24
360461,CSTK4,STRAP KIT 4IN,CIT05,3BRACKET   ,1,7.64
360461,STK4A,STRAP KIT 4IN,ALU01,3BRACKET   ,74,6.25
360462,STK-6A,STRAP KIT 6IN,ALU01,3BRACKET   ,70,8.00
360464,225 14.4-208/120 3PH PAD,PAD 225 KVA 14400 208/120 3PH,GEP01,3TRANURD3P ,63,9604.95
360464,225 14.4-208/120 3PH PAD PEC,PAD 225 KVA 14400 208/120 3PH PEC SPEC,ERM02,3TRANURD3P ,211,17614.68
360465,56-1-POLY,INSULATOR PIN J-NECK 56-1 1-3/8IN POLY HPI-25J-02 INS-25-PJ-2,ALU01,3INSULPOLY ,70,9.92
360465,INS-25-PK-2,INSULATOR PIN VISE TOP 25KV ANSI 56-1 1-3/8IN,ALU01,3INSULPOLY ,26,15.89
360466,500 14.4-208/120 3PH PAD,PAD 500 KVA 14400 208/120 3PH "NO TAPS",GEP01,3TRANURD3P ,63,12766.84
360468,PAD CONCRETE METER PEDESTAL,PAD CONCRETE METER PEDESTAL 301X30X5 WITH 8X8 OPENENING AND 4 HOLES 3.75",FOR18,3XFRMRPAD  ,42,179.88
360472,112.5 14.4-480/277 3PH PAD,PAD 112.5 KVA 14400 480/277 3PH W/TAPS,GEP01,3TRANURD3P ,63,8139.27
360474,225 14.4-480/277 3PH PAD,PAD 225 KVA 14400 480/277 3PH W/TAPS,GEP01,3TRANURD3P ,63,9479.01
360475,300 14.4-480/277 3PH PAD,PAD 300KVA 14400 480/277 3PH,ERM02,3TRANURD3P ,224,9223.90
360475,4450100,TANGENT FOR  AFL AE144AZO621BB6 (144 ADSS),PRE12,3FIBERMISC ,112,37.15
360476,500 14.4-480/277 3PH PAD,PAD 500KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,63,10790.12
360477,750 14.4-480/277 3PH PAD,PAD 750 KVA 14400 480/277 3PH W/TAPS,ERM02,3TRANURD3P ,224,15073.87
360478,U1080SYB-120-9,LABEL LETTER-1IN TALL '9"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360479,V138WH,TAG BLANK WHITE  SECONDARY SERVICE ID W/ZIP TIES,ELE01,3SIGNS     ,7,1.28
360481,00614,PAINT AEROSOL TRANSFORMER GREEN 12.58OZ CAN (12/CASE),SOL02,3AEROSOL   ,7,28.60
360481,25 14.4-120/240 2B,CONV 25 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,966.48
360482,37.5 14.4-120/240 2B,CONV 37.5 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1385.04
360484,NYA 16F5J 17 P07 ABG BN,POLE STREET LIGHT ANTIQUE 16' GREEN CITY OF GEORGETOWN,CIT05,3POLELGHT  ,7,.00
360484,NYA 16F5J 17 P07 ABG BN-ZN,POLE STREET LIGHT ANTIQUE 16' GREEN CITY OF GEORGETOWN,CIT05,3POLELGHT  ,7,.00
360485,100 14.4-120/240 2B,CONV 100 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,2150.62
360485,VANGUARD 3000-ZN11407,ROUTER CELLULAR MULTI-CARRIER,CIT05,3AMI       ,1,.00
360487,25 14.4-277/480 2B,CONV 25 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,982.65
360488,AR13PX,SWITCH AIRBREAK EXTENSION LINK FOR AR13P,CIT05,3SWITCH3PH ,1,165.65
360488,P8011982P,PIPE CONTROL 85 INCH LG,ARK05,3SWITCH3PH ,28,165.65
360489,50 14.4-277/480 2B,CONV 50 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,990.12
360490,TAG-WP-WIRE-CUT,LABEL TAG-WP-WIRE-CUT,CIT05,3SIGNS     ,1,1.15
360491,100 14.4-277/480 2B,CONV 100 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,1987.36
360491,TH-5SL,TAG HOLDER ALUMINUM 1IN VERTICAL 5 SPACES,ALM02,3SIGNS     ,7,.83
360493,AFIT-A1U-N30R40RWH,POWER SUPPLY LED RINGDALE 100/277,RIN02,3LGHTLED   ,200,519.26
360494,COV0500ANN,CURRENT TRANSFORMER SECONDARY HIGH ACCURACY 500:5 ALTA SERIES COV-6 600V METERING CT,TEX143,3CTVTPT    ,98,141.79
360495,PS1.2-A,LABEL LETTER-FOR 2" RY  'A"  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,6.98
360496,PS1.2-B,LABEL LETTER-FOR 2" RY  'B"  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,6.98
360497,PS1.2-C,LABEL LETTER-FOR 2" RY  'B"  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,6.98
360498,SSA1244C,FIXTURE HPS TWO HEAD GREEN 100W 12',CIT05,3LGHTHID   ,7,.00
360499,AR124FFLPT,SWITCH AIRBREAK VERTICLE MOUNT HORIZ SWING AUTO READY,CIT05,3SWITCH3PH ,7,.00
360500,U200SO8U,ARM STREETLIGHT UPSWEPT GALV,CIT05,3LGHTARM   ,7,.00
360500,U200SO8U-ZN,ARM STREETLIGHT UPSWEPT GALV,CIT05,3LGHTARM   ,7,.00
360504,S-99,SILICONE SPRAY 16OZ "SALCON",SAL04,3LUBRICANT ,65,17.93
360505,GLS-5002,SPLICE GUY 3/8 HS COM SM 0.360-0.405,ARK05,3CONNAUTO  ,60,15.70
360506,5102,DEADEND AUTO 3/8 & 14M GUY WIRE,MAC10,3CONNAUTO  ,231,18.69
360507,PC1212BA12,BOX POLY/CONCRETE 12X12X12 SPLICE BOX WITH ID QUAZITE,CIT05,3PEDESTAL  ,1,152.44
360509,SEL-915900215,BRACKET CAP MOUNTING KIT W/ STRAPS/BARS,SCH08,3RELAYCTRL ,7,.00
360512,SEL-915900311,SLEEVE SECURITY,SCH08,3RELAYCTRL ,7,118.06
360514,274LRF,ELBOW PROBE 25KV,THO05,3MLDRUBBER ,14,14.68
360519,H4306Q-ZN11407,SOCKET METER 320A 1PH 3" HUB,DUR03,3SOCKETS   ,365,.00
360520,8453,CABLE SEALING KIT 15KV 2/0-1000 25KV 1/0-750 35KV 1/0-500,3M002,3TERMINATO ,9,25.98
360521,U1980-O,SOCKET METER 200A 4T UG BLANK SWY,MIL07,3SOCKETS   ,372,61.39
360523,UT-H7339U,SOCKET METER 320A 7T OH/UG DUAL 350MCM LUGS,DUR03,3SOCKETS   ,525,462.04
360528,BRONCO 500FT NRR,336.4 MCM QUAD W/ 336 ACSR NEUTRAL OH SERVICE DROP,CME02,3WIREOHSEC ,238,4.26
360529,8454,CABLE SEALING KIT 15KV 750-1500MCM 25KV 600-1250MCM 12IN,3M002,3TERMINATO ,40,32.14
360530,S4067-XL-200,SOCKET METER 200A 4T CP W/ 200A MAIN BREAKER,MIL07,3SOCKETS   ,372,286.63
360535,UT-H7233U,SOCKET METER 200A 3PH HCP 7T,DUR03,3SOCKETS   ,365,225.19
360537,BAD2PLK-62,BOLT-A-BAND FOR STEEL POLES,BAR04,3BRACKET   ,7,.00
360539,BAD2PLK-86,BOLT-A-BAND FOR STEEL POLES,BAR04,3BRACKET   ,7,.00
360545,AR0118,ARMOR ROD 1/0 .390 - .413  52IN YELLOW (9PC=1EA),PRE12,3FMDWIRE   ,175,8.19
360548,AR0130,ARMOR ROD 336 26/7 .704 - .740  72IN GREEN,PRE12,3FMDWIRE   ,145,16.85
360552,9114S,BRACKET XFMR SECONDARY LEAD W/ ANSI 53-2 INSULATOR & CLAMP,ARK05,3BRACKET   ,28,13.43
360553,F3CA-MV-A3618-C4-H,STANDOFF FG 3PH 36IN OAL 18IN MIDDLE 15 DEG 3 POS 4 HOLE 1.5IN ROD W/HDWR,ALU01,3FIBBRKTS  ,21,223.79
360555,HDB096G12252,DEADEND FG 8FT 3-3/4 X 4-3/4,SHA10,3FIBARMDE  ,210,246.35
360557,R3CA-48,BRACKET 3PH EQUIPMENT MOUNT 6 POSITION 48IN,ALU01,3BRACKET   ,69,177.32
360567,GCC21-78R,INSULATOR GUY STRAIN 78IN 21K CLEVIS-CLEVIS W/ 1 ROLLER,MAC10,3FIBGUYSTN ,168,26.72
360567,GS21078CC1,INSULATOR GUY STRAIN 78IN 21K CLEVIS-CLEVIS W/ 1 ROLLER,CIT05,3FIBGUYSTN ,1,37.93
360568,10 DV-277/480 2B,CONV 10 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,942.42
360569,PCC810,MOULDING WOOD 8 FT FOR GROUND WIRE (COA),BRO02,3XARMWOOD  ,90,12.14
360571,BMK-STAB-03-GAL,FOAM POLECRETE 30LB/ 5-6 CUBIC FT PU 75PSI 3 GALLON KIT 42/PALLET,FOA02,3FOAM      ,28,102.23
360571,SSU-2.8-25,POLE SECURE SET 2.5 GALLON PAIL 2 PART,GRA17,3FOAM      ,14,89.83
360571,SSU-4-25,FOAM POLECRETE 2.5 GALLON KIT 48/PALLET,GRA17,3FOAM      ,14,99.75
360571,SSU-4-30,FOAM POLECRETE 30LB/ 5-6 CUBIC FT PU 75PSI 3 GALLON KIT 48/PALLET,GRA17,3FOAM      ,14,113.62
360572,1488911209,LUBRICANT AEROSOL 14OZ GENERAL GEL,MOM02,3LUBRICANT ,30,22.52
360575,9650/E1X04A/720/10M-ZN11407,SENSOR CURRENT 15KV 720:1,LIN04,3RELAYCTRL ,200,.00
360576,9660/E1X04A/1355/10M,SENSOR CURRENT 25KV,LIN04,3RELAYCTRL ,200,.00
360576,9660/E1X04A/1355/10M-ZN11407,SENSOR CURRENT 25KV,LIN04,3RELAYCTRL ,200,.00
360581,PS1.2-0/O,LABEL LETTER-"0 OR O"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360581,PS1.2-4,LABEL LETTER-"4"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360581,PS1.2-5,LABEL LETTER-"5"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360581,PS1.2-8,LABEL LETTER-"8"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360582,TAG DECAL PHASE ID A/B/C 1.5",TAG DECAL PHASE ID A/B/C 1.5",CIT05,3SIGNS     ,7,.00
360582,TAG DECAL PHASE ID C 1.5",TAG DECAL PHASE ID LETTER "C"1.5",CIT05,3SIGNS     ,1,9.74
360605,1/2 14.4-120/240 1B,CONV 1/2KVA 14400 120/240 1 BUSHING,209,3TRANOH    ,7,693.83
360607,WR289,H-TAP 1/0-2/0 RUN #6-#2 TAP,THO05,3CONNCOMP  ,14,.83
360611,DS-28M,INSULATOR DEADEND SUSPENSION POLYMER 27KV,MAC10,3INSULDE   ,14,16.85
360615,360615,STREETLIGHT ARM FOR WOOD POLE 1.25"X10,CIT05,3LGHTARM   ,7,.00
360616,360616,STREETLIGHT ARM FOR WOOD POLE 1.25"X16',CIT05,3LGHTARM   ,7,.00
360616,360616-ZN11407,STREETLIGHT ARM FOR WOOD POLE 1.25"X16',CIT05,3LGHTARM   ,1,.00
360620,RMA10SR2XXZ,FIXTURE SECURITY LIGHT 100W HPS HEAD ONLY,COO17,3LGHTHID   ,43,45.07
360621,15 14.4-277/480 2B,CONV 15 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,779.01
360623,360623,STREETLIGHT ARM DOUBLE 8' GALV,CIT05,3LGHTARM   ,7,.00
360625,HANDHOLE COVER AL OVAL-ZN,POLE STREET LIGHT COVER FOR 25' POLE SINGLE ARM ALUMINUM OVAL  CITY OF GEORGETOWN,CIT05,3LGHTPART  ,7,.00
360629,1SBM18CLRH,STANDOFF FG CUTOUT/ARRESTER 18IN 15 DEG 3 POS 4 HOLE  1.5IN ROD,TEC05,3FIBBRKTS  ,29,52.28
360629,F1CA-MV-A18-C4-H,STANDOFF FG CUTOUT/ARRESTER 18IN 15 DEG 3 POS 4 HOLE  1.5IN ROD,ALU01,3FIBBRKTS  ,7,40.12
360629,F1CA-MV-A18-C411,STANDOFF FG CUTOUT/ARRESTER 18IN 15 DEG 3 POS 4 HOLE  1.5IN ROD,ALU01,3FIBBRKTS  ,70,46.21
360631,167 DV-240/120 PAD T1,PAD 167 KVA 14400X7200 240/120 1PH MAXI,GEP01,3TRANURD1P ,63,4385.49
360632,ELBOW STL 2X90X36R,ELBOW RIGID 2IN 90 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,14,83.35
360633,WESLEYAN 1000FT NRR,350 MCM AL TRIPLEX 350-350-4/0 URD 1000FT 50X32X24 NRR,CME02,3WIREUDSEC ,43,3.86
360635,ELBOW PVC 6X90,ELBOW PVC 6IN 90 DEGREE 30IN STD RADIUS PLAIN END (59599),ATK01,3CONDUFITT ,12,50.47
360637,EBR-CA015B01830S,FIXTURE BARN 42W LED 120-277 3000K,EXC02,3LGHTLED   ,91,172.84
360637,EBR-CA015B01830S-700CAA1-111NN,FIXTURE SECURITY LIGHT 42W LED TYPE 3 120-277V 3000K,EXC02,3LGHTLED   ,91,172.84
360639,ELBOW PVC 2X90X24R,ELBOW PVC 2IN 90 DEGREE 24IN RADIUS BELLED END (862295),ATK01,3CONDUFITT ,51,10.68
360642,C11242NG4VP-ZN,FOUNDATION AUGER STYLE FOR STREETLIGHT 11"-17" BOLT CIRCLE,CIT05,3LGHTARM   ,7,.00
360642,C11242NG4VP-ZN11407,FOUNDATION AUGER STYLE FOR STREETLIGHT 11"-17" BOLT CIRCLE,CIT05,3LGHTARM   ,1,.00
360643,COV1000ANN-ZN11407,CURRENT TRANSFORMER 600V 1000:5 ALTA SERIES COV-6  SECONDARY HIGH ACCURACY METERING CT,DUR03,3CTVTPT    ,7,.00
360645,CR-6,RACK CAPACITOR  6 UNIT INLINE,ALU01,3BRACKET   ,30,226.33
360650,R-22748/45-35,CABLE ASSY 3PH 4 TO 1  W/14-PIN CONN W/3 EA 45FT & 1 EA 35FT CABLE,LIN04,3RELAYCTRL ,7,1095.88
360653,SS201B625,BUCKLE 5/84 FOR SUPER STRAP BANDING USE W/ SS201S625,UND02,3FASTENERS ,7,.43
360658,MB-4,BRACKET TERMINATOR FOR 1.10-1.50 CABLE OD,3M002,3TERMINATO ,28,20.51
360675,167 14.4-240/120 PAD,PAD 167 KVA 14400 240/120 1PH,GEP01,3TRANURD1P ,63,6795.75
360677,300 14.4-208/120 3PH PAD PEC,PAD 300 KVA 14400 208/120 3PH,ERM02,3TRANURD3P ,232,12700.00
360688,ES4W8W,INSULINK #6 ACSR-10  AL/CU INS SLEEVE GREEN,ARK05,3CONNCOMP  ,60,.22
360689,ES4W6W,SPLICE #6-#8 INSULATED,FCI02,3CONNCOMP  ,42,.56
360690,ICS64-1,SLEEVE #6-#6 INSULATED AL/CU,CIT05,3CONNCOMP  ,1,.53
360691,ES2W8W,SPLICE #4-#8 INSULATED,FCI02,3CONNCOMP  ,14,.22
360691,U1N48,SPLICE #4-#8 STR INSULATED,THO05,3CONNCOMP  ,30,.75
360692,ES2W6W,INSULINK #4  ACSR-84  AL/CU INS SLEEVE GREEN,ARK05,3CONNCOMP  ,60,.22
360693,ES2W4W,SLEEVE #4 - #6 INSULATED AL/CU,FCI02,3CONNCOMP  ,14,.22
360696,ICS73-1,SPLICE #2-#2 INSULATED,THO05,3CONNCOMP  ,14,.64
360696,U1N22,SPLICE #2-#2 INSULATED,THO05,3CONNCOMP  ,14,.59
360697,U1N24,SPLICE #2-#4 INSULATED,THO05,3CONNCOMP  ,14,.70
360698,U1N26,SPLICE #2-#6 INSULATED,THO05,3CONNCOMP  ,80,.60
360699,ICS77-1,SLEEVE 1/0-#2 INSULATED AL/CU,CIT05,3CONNCOMP  ,2,.56
360699,U1N102,SPLICE 1/0-#2 INSULATED,THO05,3CONNCOMP  ,14,.80
360701,RAB6C,CONNECTOR SUBMERSIBLE 12-350MCM 6 PORT W/ INHIBITOR,THO05,3CONNURDSE ,111,19.35
360704,GPRT-500-4P-C,CONNECTOR SUBMERSIBLE 12-500MCM 4 PORT  WATER TIGHT EPDM CLR BACK,TYC02,3CONNURDSE ,7,62.00
360708,U2025B-2H,TAGS CABLE IDENTIFICATION BLUE,UTI05,3SIGNS     ,21,.72
360709,7655-S-4-500-GUS,TERMINATOR COLD SHRINK 500-1000MCM 15KV 250-800MCM 25KV W/ MTG BRACKET & RISER BOOT,3M002,3TERMINATO ,7,245.49
360710,02201017,GRIP CABLE SUPPORT DIA RANGE 1.00-1.240,CIT05,3GRIPS     ,1,42.64
360711,02201021,GRIP CABLE SUPPORT DIA RANGE 2.00-2.49,CIT05,3GRIPS     ,1,95.21
360711,LR2.5-.75,GRIP CONDUIT RISER TYPE 3/4 - 1-1/8 FOR 2-1/2IN CONDUIT,LEW02,3GRIPS     ,25,31.25
360712,02201024,GRIP CABLE SUPPORT DIA RANGE 3.50-3.99 4900LB RATED SINGLE EYE,CIT05,3GRIPS     ,1,169.65
360714,S9650-O,PEDESTAL METER LESS SOCKETS,MIL07,3SOCKETS   ,200,214.36
360720,BKPLPE5,BACK PLATE FOR U GUARD STANDARD 5IN X 10FT,ELE15,3UGUARD    ,60,11.22
360721,PE-2UG10,U GUARD RISER POLE STANDARD POLYETHYLENE 2IN X 10FT,ELE15,3UGUARD    ,29,14.51
360722,PE-6UG10,U GUARD RISER POLE STANDARD POLYETHYLENE 6IN X 10FT,ELE15,3UGUARD    ,16,81.79
360723,PE-4UG10,U GUARD RISER POLE STANDARD POLYETHYLENE 4IN X 10FT,ELE15,3UGUARD    ,21,26.83
360724,PE-5UG10,U GUARD RISER POLE STANDARD POLYETHYLENE 5IN X 10FT,ELE15,3UGUARD    ,20,43.21
360726,PEAD4-6V,BOOT RISER VENT 4IN TO 6IN,ELE15,3UGUARD    ,60,60.62
360727,END BELL PVC 2,END BELL FOR 2IN PVC (59678),ATK01,3CONDUFITT ,17,3.32
360728,U-GUARD 36" X 16" VENT BOOT,BOOT RISER VENT 6 U-GUARD 36" X 16",CIT05,3UGUARD    ,1,265.43
360729,END BELL PVC 4,END BELL FOR 4IN PVC (59682),ATK01,3CONDUFITT ,14,5.33
360730,E997P,END BELL FOR 5IN PVC,UTI07,3CONDUFITT ,100,8.17
360741,TD250-84,ANCHOR SINGLE HELIX 8" TOUGH ONE/TURBO/EXTREME 3/4 OR 1IN ROD 2-1/2 SD,MAC10,3ANCHOR    ,216,58.70
360743,8710,BOLT MACHINE GALV 1/2 X 10,POW06,3BOLTWSHR  ,87,1.38
360744,8712,BOLT MACHINE GALV 1/2 X 12,POW06,3BOLTWSHR  ,14,1.63
360750,455 HUBBELL,CLEVIS DEADEND W/ 5/8 PIN FOR GUYS 11/16X13/16" MOUNT BOLT HOLE,CIT05,3CLEVIS    ,1,6.31
360752,DA400096E2B7X2,DEADEND FG 8FT 4 X 6 17K/PH 2 WIRE PUPI 8FT DRILL GRAY,GEO08,3FIBARMDE  ,224,304.32
360752,IDB096G12242AE,DEADEND FG 8FT 4X 6 2 WIRE 8FT GRAY,CIT05,3FIBARMDE  ,1,275.09
360753,DA3020120E4B9X2,DEADEND FG 10FT DBL ARM 3-5/8 X 4-5/8 20K/PH 4 WIRE PUPI 10FT DRILL GRAY,GEO08,3FIBARMDE  ,224,866.93
360756,SSU-4-10,FOAM POLECRETE 1 GALLON KIT 125/PALLET,GRA17,3FOAM      ,14,46.11
360757,0501,SIDEWALK GUY POLE END PLATE FOR 2IN PIPE,CIT05,3BRACKET   ,1,17.99
